Name,Object,Area,EqDiameter,Perimeter,Length,Width,MaxFeret,MinFeret,Circularity,Elongation,MeanIntensity,SumIntensity,Unit,Channel
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,67,9.343922,3.44921,16.376301,6.817589,1.370561,4.518638,3.292699,0.437832,1.37232,2479.496438,5568949,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,68,4.576275,2.413855,9.705132,3.571086,1.28148,3.680699,1.817339,0.610547,2.025323,2442.906364,2687197,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,73,12.65132,4.013497,15.812915,5.678539,2.227918,5.209884,4.028567,0.635802,1.293235,3106.634331,9447275,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,74,15.675822,4.467558,17.158211,5.940141,2.638965,5.994011,3.741,0.669108,1.602248,3244.743365,12226193,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,90,6.99338,2.983999,12.86034,5.043579,1.386591,4.200885,2.616565,0.531364,1.605496,2970.603212,4993584,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,118,4.239295,2.323282,9.579232,3.617841,1.171775,4.038087,1.341523,0.580553,3.010078,3274.627085,3336845,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,124,3.765026,2.18947,7.572833,2.77648,1.356043,2.77648,1.935,0.825014,1.434873,3189.828729,2886795,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,127,4.33082,2.348227,9.838669,3.770828,1.148506,3.895419,1.706386,0.562221,2.282847,3329.370797,3465875,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,129,3.557014,2.128128,7.566688,2.037989,1.745354,2.674583,1.954718,0.780699,1.368271,3068.491228,2623560,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,132,3.952237,2.243244,8.565014,2.936696,1.345811,3.588941,1.295915,0.677013,2.769427,3298.463158,3133540,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_1_.nd2,135,1.83051,1.526656,5.335619,2.05041,0.892753,2.05041,1.143643,0.808002,1.792876,3128.386364,1376490,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,1,8.940377,3.373906,12.95551,4.483848,1.993907,5.217715,2.077674,0.669355,2.511325,1300.536529,2794853,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,7,5.612177,2.673134,9.892927,3.183653,1.762811,3.260546,2.710516,0.720596,1.202925,1723.458858,2324946,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,8,3.81911,2.20514,7.655712,2.378612,1.605604,2.378612,2.162466,0.818843,1.099953,953.995643,875768,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,10,6.939297,2.972438,12.946819,5.117385,1.356024,3.984933,2.769114,0.520235,1.439064,1751.907074,2922181,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,15,9.80987,3.534164,14.706072,5.601853,1.751183,5.185026,2.95966,0.570006,1.751899,1910.681086,4505386,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,16,16.557795,4.591518,18.323349,6.684709,2.476966,4.862907,4.550243,0.61973,1.068714,1856.737186,7389814,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,28,3.099386,1.98652,6.567307,2.316479,1.337973,2.316479,1.701046,0.903048,1.361797,1737.189262,1294206,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,36,4.954858,2.511717,22.434917,10.756834,0.460624,3.968614,2.712593,0.123706,1.463034,576.438287,686538,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,43,10.325741,3.625899,15.141012,5.785853,1.784653,4.382691,3.533697,0.566006,1.240257,1543.476229,3830908,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,44,11.095387,3.758601,15.955143,6.183102,1.794469,4.135966,3.73357,0.54771,1.107778,1336.607049,3564731,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,48,6.514952,2.88012,11.350777,4.077677,1.597712,4.286322,2.021991,0.635433,2.119852,1316.478289,2061605,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_1_.nd2,56,13.063185,4.078304,18.430812,7.465629,1.749777,7.544746,2.220316,0.483248,3.398051,1353.356369,4249539,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,20,3.174271,2.010375,7.712516,2.665293,1.190965,2.810749,1.762011,0.670597,1.595194,2549.992136,1945644,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,36,0.470108,0.773667,4.867403,2.222146,0.211556,2.316711,0.309445,0.249352,7.48666,1807.486726,204246,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,58,1.127428,1.198118,5.24914,2.08343,0.54114,1.912586,1.080891,0.514188,1.769453,2824.837638,765531,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,59,1.393684,1.332101,6.970027,3.024164,0.460849,2.644706,1.036025,0.3605,2.552744,1894.749254,634741,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,68,2.795688,1.886685,7.661858,2.849978,0.980951,2.674802,1.61517,0.598453,1.65605,2557.120536,1718385,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,87,1.16071,1.215673,5.242994,2.057308,0.564188,1.835547,1.095674,0.530609,1.675267,2271.003584,633610,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,108,4.501391,2.394023,9.57054,3.498669,1.286601,3.128302,2.348284,0.617566,1.332165,2277.677449,2464447,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,130,2.571035,1.809293,5.860638,2.141078,1.200813,2.141078,1.618066,0.94065,1.323232,2597.988673,1605557,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,134,2.371342,1.73761,6.659932,2.298091,1.031875,2.528413,1.41395,0.671838,1.788192,2575.910526,1468269,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,135,5.553934,2.659227,11.55701,4.560733,1.217772,3.824992,2.427451,0.52254,1.575724,2492.151311,3327022,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,145,2.429586,1.758819,7.655712,3.024574,0.803282,2.287344,1.559926,0.52092,1.466316,1969.523973,1150202,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,149,2.105087,1.637156,7.676696,3.175415,0.662933,2.280372,1.797202,0.448881,1.268845,2216.675889,1121638,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_2_.nd2,154,11.290919,3.791575,14.94558,5.370325,2.102464,5.343954,3.282095,0.635205,1.628214,3499.195284,9496816,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_2_.nd2,1,2.088445,1.630672,6.126221,2.03872,1.024391,2.322,1.2255,0.699275,1.894737,1984.422311,996180,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_2_.nd2,4,0.840371,1.034405,5.776705,2.560095,0.328258,2.246619,0.592129,0.316461,3.794135,863.628713,174453,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_2_.nd2,9,1.734824,1.486219,6.64764,2.67538,0.64844,2.913233,0.808985,0.493322,3.601097,968.796163,403988,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_2_.nd2,46,3.070265,1.977165,9.19135,3.784374,0.8113,2.450936,1.841178,0.456696,1.331178,1183.174797,873183,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_2_.nd2,91,4.979819,2.518036,9.75219,3.420013,1.456082,3.112267,2.315292,0.65799,1.344222,1301.688388,1558121,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_2_.nd2,92,3.453008,2.096785,13.255859,6.057932,0.569998,2.728995,2.194032,0.24694,1.243826,929.46988,771460,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_2_.nd2,100,4.705243,2.447632,11.09134,4.500079,1.045591,3.384663,1.838508,0.480644,1.840984,1974.601238,2233274,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_2_.nd2,101,0.307858,0.626081,5.394968,2.57807,0.119414,1.098093,0.752089,0.132918,1.460057,838.918919,62080,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,13,3.731744,2.179772,9.102325,3.478297,1.072865,2.92821,1.928879,0.566001,1.518089,1895.179487,1699976,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,24,7.438527,3.077503,12.704765,4.80397,1.548412,4.522411,2.471975,0.579113,1.829473,2289.946868,4094425,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,26,7.076585,3.001698,11.196257,3.669797,1.928332,4.3074,2.469776,0.709395,1.744045,2775.848325,4721718,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,36,3.960558,2.245604,9.161675,3.4242,1.156638,3.023947,2.040516,0.592948,1.481952,1915.192227,1823263,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,42,5.258556,2.587547,12.183346,5.050472,1.041201,3.774804,2.709258,0.445188,1.393298,1954.231013,2470148,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,73,2.425426,1.757313,6.155896,2.291569,1.058413,2.291569,1.419,0.804295,1.614918,2439.06518,1421975,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,76,1.027582,1.143835,9.060358,4.290688,0.239491,4.355117,0.456531,0.157302,9.539587,1622.17004,400676,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,84,1.689062,1.466486,5.717355,2.024274,0.834404,1.910271,1.28257,0.649329,1.489409,1930.699507,783864,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,88,42.330544,7.341452,25.729371,8.362896,5.061709,8.362896,6.637398,0.803536,1.259966,3137.66113,31925702,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,93,3.369803,2.071368,15.800623,7.447859,0.452453,6.552097,1.464169,0.169616,4.474958,1843.824691,1493498,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,104,1.913715,1.560967,5.228156,2.004944,0.954498,2.004944,1.34289,0.879812,1.493007,2022.113043,930172,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,110,1.235594,1.254276,6.251066,2.66124,0.464293,1.691841,1.206124,0.397354,1.402709,1724.127946,512066,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,111,5.865953,2.732904,9.895473,2.977923,1.969813,3.352065,2.359733,0.752793,1.420528,2379.740426,3355434,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,118,1.48937,1.377071,6.860019,2.919941,0.510068,2.598847,1.248875,0.397706,2.080951,1865.435754,667826,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,144,12.64716,4.012837,14.834517,4.760662,2.656597,4.873233,4.047814,0.722198,1.203917,2576.624342,7832938,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,151,3.373963,2.072646,7.453079,2.176019,1.550521,2.696971,1.828936,0.763271,1.474612,1768.40074,1434173,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,153,6.169651,2.802756,10.000389,2.784414,2.215781,3.38238,2.608019,0.775241,1.296915,2516.574511,3732080,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,157,4.879973,2.492664,8.640255,2.98377,1.635506,2.98377,2.207384,0.821437,1.351723,2329.551577,2732564,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,160,6.306939,2.833769,10.152364,2.905469,2.170713,3.552196,2.721964,0.768943,1.305012,2488.041557,3771871,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,193,0.9943,1.125159,7.196188,3.296468,0.301626,1.691841,1.186361,0.24128,1.426076,1578.301255,377214,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_3_.nd2,209,1.772267,1.502172,6.782231,2.745629,0.645486,2.721184,0.9675,0.484165,2.812593,1890.683099,805431,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_3_.nd2,8,2.99122,1.951548,6.373366,2.232603,1.33979,2.232603,1.751994,0.925381,1.274321,1922.013908,1381928,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_3_.nd2,10,3.748385,2.184626,8.115236,2.635176,1.422442,2.631342,2.16264,0.71524,1.216727,1763.027747,1588488,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_3_.nd2,28,15.771508,4.481173,32.239256,15.073308,1.04632,5.745853,4.112436,0.190683,1.39719,993.001583,3764469,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_3_.nd2,36,6.344381,2.842168,12.224258,4.786714,1.325415,3.296053,2.737283,0.533524,1.204133,1072.206557,1635115,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_3_.nd2,40,1.248075,1.260594,7.023231,3.11035,0.401265,2.004138,0.937895,0.317963,2.136848,952.043333,285613,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,32,3.557014,2.128128,8.157203,2.815015,1.263586,3.075979,1.774453,0.671758,1.73348,2728.484211,2332854,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,40,5.736985,2.702694,10.274663,3.496599,1.640733,3.830281,2.334952,0.682902,1.640411,2557.158811,3526322,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,49,3.265796,2.039152,11.363069,5.032607,0.648927,3.998787,2.168522,0.317839,1.844015,2307.407643,1811315,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,60,6.510791,2.879201,9.561849,3.467146,1.877853,3.467146,2.632471,0.89487,1.317069,3189.11885,4990971,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,72,3.423886,2.087924,7.092326,2.470711,1.38579,2.470711,1.858993,0.855365,1.329059,3054.679222,2514001,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,83,3.299078,2.049516,7.682841,2.54525,1.296171,2.632309,1.888179,0.702358,1.394099,2220.601513,1760937,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,89,7.49261,3.088671,12.213021,4.40594,1.70057,4.254401,2.846882,0.631243,1.494407,2513.009994,4525931,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,96,35.898797,6.760752,25.210497,8.2582,4.347049,8.506699,6.327656,0.709785,1.344368,3374.146019,29115506,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,99,3.353162,2.066247,6.740265,2.516087,1.332689,2.516087,1.728968,0.927493,1.455254,3035.91067,2446944,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,100,10.284138,3.618587,14.387285,5.22562,1.968022,4.9296,3.608414,0.624338,1.36614,2736.55623,6764767,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,107,7.708943,3.132943,11.67931,3.823403,2.016252,4.535814,2.656716,0.710183,1.707301,3311.493794,6136198,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,108,3.914795,2.232593,8.79223,3.155482,1.240633,3.461838,1.84439,0.636386,1.876955,2733.342189,2572075,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,115,37.067828,6.869951,26.298903,9.056497,4.092954,8.257342,6.434597,0.673491,1.283272,3317.907407,29562555,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,118,2.105087,1.637156,5.341765,2.004757,1.050046,2.004757,1.3545,0.927065,1.480071,2963.802372,1499684,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,132,18.941618,4.910928,16.337934,6.201423,3.054398,6.201423,4.168583,0.891729,1.487657,3578.094443,16291064,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,138,6.810329,2.944687,12.45762,4.814166,1.414643,4.071885,2.451,0.551452,1.661316,2049.921808,3355722,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,141,2.446227,1.764832,5.666697,2.000532,1.222788,2.000532,1.654464,0.957297,1.209172,2834.22449,1666524,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,145,2.620957,1.826775,6.30787,2.191658,1.195879,2.191658,1.738862,0.82776,1.260398,2551.812698,1607642,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,148,4.085366,2.280712,8.17204,2.340541,1.745479,2.840948,2.036897,0.768741,1.394743,2106.245418,2068333,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,153,2.870573,1.911786,7.408567,2.600378,1.103906,2.840709,1.615738,0.657219,1.75815,2050.336232,1414732,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,164,5.599697,2.67016,9.922602,3.224915,1.736386,3.532155,2.280359,0.714699,1.548947,2467.369985,3321080,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,174,2.221573,1.681843,5.803834,2.137304,1.039428,2.137304,1.3545,0.828783,1.577929,2514.501873,1342744,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,182,3.552853,2.126884,10.161055,4.243228,0.8373,4.48017,1.027717,0.432424,4.359341,1869.040984,1596161,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_4_.nd2,183,2.342221,1.726907,6.845181,2.477005,0.945586,2.864742,1.009696,0.628156,2.837232,1943.548845,1094218,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,10,2.683361,1.848394,6.012613,2.088246,1.284984,2.088246,1.69715,0.932744,1.230443,3116.28062,2010001,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,43,2.99122,1.951548,8.398202,3.289883,0.909218,2.418428,1.932156,0.532949,1.251673,2527.159944,1817028,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,52,11.012182,3.744482,13.814153,4.409962,2.497115,4.15927,3.6765,0.725161,1.131312,3307.683793,8755439,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,56,5.595536,2.669168,8.813213,2.965433,1.886921,2.965433,2.481721,0.90528,1.19491,3397.701115,4569908,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,71,2.970419,1.94475,8.073269,3.068644,0.967991,2.516087,1.849215,0.572702,1.360624,2148.240896,1533844,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,74,42.704966,7.373849,29.75806,10.994992,3.884038,8.753114,6.719739,0.606009,1.302597,3454.233317,35457705,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,75,3.211713,2.022197,6.552469,2.144393,1.497726,2.144393,1.9995,0.940019,1.072465,3247.07772,2506744,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,76,3.906475,2.230219,7.453079,2.591017,1.5077,2.591017,1.940321,0.883738,1.335354,3338.526092,3134876,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,77,6.955938,2.976,12.660253,4.914831,1.415296,4.386,2.78838,0.545357,1.572956,3002.43122,5020065,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,80,10.267497,3.615658,13.423725,4.353317,2.358546,4.74035,3.094104,0.716025,1.532059,3464.208671,8549667,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,86,29.371365,6.115291,22.871966,7.541193,3.89479,8.016686,5.522393,0.705549,1.451669,3449.315156,24352165,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,88,2.966258,1.943388,6.415332,2.22783,1.331456,2.22783,1.783231,0.905692,1.249322,3290.13324,2345865,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,91,1.052543,1.157644,5.242994,2.126542,0.494955,1.751833,0.886043,0.481162,1.977142,2028.73913,513271,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,97,7.929437,3.177432,23.619547,11.095094,0.71468,4.180658,3.340416,0.178611,1.251538,2140.20042,4079222,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,103,3.631898,2.150413,7.157822,2.426264,1.49691,2.426264,2.015677,0.890803,1.203697,3301.082474,2881845,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Chl_4_.nd2,124,2.446227,1.764832,5.881621,2.280185,1.07282,2.280185,1.29,0.888613,1.767585,3373.010204,1983330,µm,CHL
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_5_.nd2,4,1.82635,1.52492,5.875476,2.044391,0.893346,2.464674,1.029156,0.664826,2.394851,2952.111617,1295977,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_5_.nd2,5,2.82481,1.896486,6.134912,2.12096,1.331854,2.12096,1.797505,0.943153,1.179946,3408.761414,2314549,µm,DAPI-UV
0_R1_Initial_Meso_EarlyAug_10mL_1ug_0.8filter_Dapi_5_.nd2,6,2.371342,1.73761,6.638948,2.278918,1.040556,2.60591,1.378313,0.676092,1.890651,3016.185965,1719226,µm,DAPI-UV
