Name,Object,Area,EqDiameter,Perimeter,Length,Width,MaxFeret,MinFeret,Circularity,Elongation,MeanIntensity,SumIntensity,Unit,Channel
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_1_.nd2,76,3.274117,2.041748,6.883548,2.621751,1.248828,2.621751,1.722227,0.868319,1.522302,1395.17662,1098004,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_1_.nd2,80,11.411566,3.811779,14.891322,5.287407,2.158254,5.453301,3.420977,0.646679,1.594077,1503.24681,4123406,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_1_.nd2,84,2.891374,1.9187,6.272049,2.103964,1.37425,2.103964,1.841694,0.923624,1.142407,1738.873381,1208517,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_1_.nd2,94,2.080125,1.62742,6.242375,2.156687,0.9645,2.598847,1.196094,0.67081,2.172777,1609.36,804680,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_1_.nd2,101,2.537752,1.797545,7.435696,2.816967,0.900881,3.4185,1.032,0.576787,3.3125,2389.408197,1457539,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,5,3.236675,2.03004,7.790304,2.693483,1.201669,2.720352,1.935,0.670193,1.405867,3079.537275,2395880,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,9,2.6584,1.839777,5.824817,2.014303,1.319762,2.014303,1.739591,0.984613,1.157918,3537.211268,2260278,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,21,30.814972,6.263772,26.066595,9.930113,3.103184,8.45337,6.097314,0.569906,1.386409,3322.348049,24608632,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,22,5.350081,2.609968,8.467298,2.832066,1.889109,2.832066,2.556748,0.937736,1.107683,3284.38958,4223725,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,26,14.773048,4.337007,14.72451,5.839662,2.529778,5.839662,3.501408,0.856245,1.667804,3716.207547,13196253,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,67,2.571035,1.809293,6.242375,2.201553,1.167828,2.201553,1.738417,0.829121,1.266412,3105.946602,1919475,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,78,6.269497,2.825344,9.639636,3.309953,1.894135,3.309953,2.626621,0.847854,1.260156,3479.829463,5244103,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,79,4.052084,2.271403,7.882928,2.749332,1.473843,2.749332,2.1285,0.819432,1.291676,2603.787474,2536089,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,85,19.407566,4.970964,20.644497,7.849923,2.472326,6.342724,5.4825,0.572232,1.156904,3280.441158,15303258,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_2_.nd2,100,2.866412,1.9104,7.288813,2.496008,1.148399,2.928668,1.250391,0.678008,2.342202,2515.748911,1733351,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_2_.nd2,2,2.475349,1.775306,6.522795,2.059452,1.201945,2.336442,1.612236,0.731103,1.449194,1782.937815,1060848,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_2_.nd2,5,5.620498,2.675115,8.467298,3.006035,1.869738,3.006035,2.451,0.985133,1.226453,3141.543301,4244225,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_2_.nd2,15,11.831751,3.881321,14.083336,4.272181,2.769488,5.938231,2.758742,0.749631,2.152514,3195.802743,9088863,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_2_.nd2,29,3.024502,1.962375,6.30787,2.230997,1.355673,2.230997,1.843352,0.955209,1.210294,2932.922971,2132235,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_2_.nd2,32,3.802469,2.20033,7.163968,2.591017,1.467559,2.591017,2.051248,0.93104,1.263141,1809.940919,1654286,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_2_.nd2,34,9.572735,3.491187,14.891322,5.793273,1.652388,4.902,3.39321,0.542475,1.44465,1734.528466,3991150,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_2_.nd2,36,4.605397,2.421523,9.606361,3.479662,1.323518,3.863318,1.811341,0.627132,2.13285,1768.058717,1957241,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_2_.nd2,37,3.16595,2.007738,6.567307,2.442234,1.296333,2.442234,1.751994,0.922443,1.393974,2268.554534,1726370,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,10,6.560714,2.890218,11.506352,4.185803,1.567373,3.875328,2.859711,0.62271,1.355147,2951.833862,4655042,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,18,2.217413,1.680267,5.890313,2.335693,0.94936,2.335693,1.4835,0.803119,1.574448,3507.390244,1869439,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,33,1.743145,1.489779,6.501811,2.573584,0.677322,2.264737,1.306273,0.518173,1.733739,3122.48926,1308323,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,49,2.541913,1.799017,5.839655,2.15332,1.180462,2.15332,1.566563,0.936691,1.37455,2878.158756,1758555,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,58,18.820971,4.895263,19.60315,7.180425,2.62115,6.508901,4.579687,0.61546,1.421255,3322.038904,15028904,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,63,2.3339,1.723837,5.52956,2.042676,1.14257,2.042676,1.548,0.959204,1.319558,3301.322638,1852042,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,64,2.296458,1.709954,5.860638,2.032679,1.129769,2.032679,1.653838,0.840192,1.229068,3161.155797,1744958,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,65,3.299078,2.049516,7.423405,2.236778,1.474924,2.534231,2.01002,0.752309,1.260799,2575.831021,2042634,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,66,1.48937,1.377071,5.833509,2.25681,0.659945,1.912425,1.218534,0.549987,1.569447,2514.463687,900178,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,70,5.583056,2.66619,12.803536,5.36019,1.041578,5.132059,2.015967,0.427979,2.545706,2946.269001,3953893,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_3_.nd2,79,0.744685,0.973736,4.793216,2.029717,0.366891,2.2575,0.516,0.407313,4.375,2767.497207,495382,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_3_.nd2,10,1.880433,1.547334,6.191716,2.266018,0.82984,1.982072,1.670079,0.616376,1.186813,1494.29646,675422,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_3_.nd2,21,2.878893,1.914555,6.200408,2.230997,1.290407,2.230997,1.707825,0.941011,1.306338,2226.290462,1540593,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_3_.nd2,22,1.530972,1.396171,6.379512,2.60119,0.588566,2.209628,1.242786,0.472718,1.777963,1748.570652,643474,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_3_.nd2,36,12.676282,4.017455,18.82484,7.783893,1.628527,6.348625,3.401111,0.44951,1.866633,1623.006236,4945300,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_3_.nd2,43,2.350541,1.729972,6.063271,2.088639,1.125394,2.088639,1.688668,0.803459,1.236856,1760.19292,994509,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,2,3.581975,2.135582,7.730954,2.324533,1.540944,2.984673,1.7415,0.753124,1.713852,2868.797909,2470035,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,5,30.236697,6.204721,20.16759,6.957589,4.345858,6.957589,5.98747,0.934192,1.162025,3874.557925,28160287,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,8,7.671501,3.125325,12.254987,4.373343,1.75415,3.927921,3.104869,0.641896,1.265084,2779.444143,5125295,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,39,1.468568,1.367421,5.645714,2.135004,0.687853,2.067451,1.2255,0.578984,1.687026,2663.838527,940335,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,70,2.479509,1.776797,7.784158,3.089526,0.802553,2.785678,1.43221,0.514224,1.945021,2650.766779,1579857,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,93,3.140989,1.999808,6.961335,2.402425,1.307424,2.402425,1.85791,0.8145,1.29308,3268.139073,2467445,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,94,3.802469,2.20033,7.596362,2.632309,1.444537,2.632309,2.179378,0.828064,1.207826,3220.820569,2943830,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,95,16.408026,4.570705,19.17541,7.357638,2.230067,6.836381,3.5475,0.56076,1.927098,3216.669878,12686546,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_4_.nd2,99,4.82589,2.478813,8.953951,2.668531,1.808445,3.445996,2.193,0.756411,1.571362,3402.797414,3947245,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_4_.nd2,2,24.445629,5.578991,19.269526,6.373606,3.835447,6.373606,5.081762,0.827311,1.254212,3528.143975,20731374,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_4_.nd2,4,7.596617,3.110034,10.396963,3.586987,2.117827,3.586987,2.948476,0.883115,1.216556,2290.769989,4182946,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_4_.nd2,31,1.838831,1.530121,6.776086,2.709343,0.6787,2.064742,1.637126,0.503262,1.261199,1769.760181,782234,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_4_.nd2,40,3.116027,1.991846,6.373366,2.268749,1.373456,2.268749,1.751994,0.963992,1.294952,3114.328438,2332632,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_4_.nd2,52,9.626819,3.501035,12.613195,3.715859,2.590739,4.622844,2.629859,0.760401,1.75783,3408.209594,7886597,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_4_.nd2,54,2.267336,1.699077,6.558615,2.288598,0.99071,2.632309,1.4835,0.662371,1.774391,1861.543119,1014541,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,5,4.206013,2.314144,7.83227,2.981042,1.41092,2.981042,2.128732,0.861599,1.400384,2981.341246,3014136,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,7,5.370883,2.615037,9.340778,2.621989,2.0484,3.38238,2.468783,0.773552,1.37006,2640.325329,3408660,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,13,3.615257,2.145481,9.152983,3.561357,1.015135,2.71814,2.339802,0.54228,1.161696,2306.98389,2004769,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,29,3.465488,2.100571,7.992936,2.724492,1.271976,2.769843,2.034994,0.68165,1.361106,2836.342137,2362673,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,31,12.464109,3.983691,18.151446,7.38884,1.686883,5.664983,4.065287,0.475388,1.393502,2947.966622,8832108,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,45,32.990783,6.481139,28.186601,11.128868,2.964433,8.291546,6.650705,0.521816,1.246717,3431.71715,27213517,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,51,3.469648,2.101831,7.754483,2.475837,1.401404,2.632122,2.064,0.725086,1.275253,2875.655875,2398297,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,52,5.420806,2.627163,8.517956,3.016768,1.796892,3.016768,2.410533,0.938865,1.251494,3529.497314,4598935,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,62,1.930356,1.567739,5.52956,2.185879,0.883103,2.185879,1.277113,0.793352,1.711579,2427.928879,1126559,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,71,4.118648,2.289984,7.566688,2.836304,1.452118,2.836304,1.8705,0.903968,1.516334,3503.877778,3468839,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,95,12.97582,4.064644,17.826514,7.080693,1.832563,5.052188,4.103974,0.513112,1.231048,2659.972106,8296453,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,96,3.723424,2.17734,8.380819,2.911574,1.278835,3.092078,1.898229,0.666161,1.628928,2246.963128,2011032,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,109,2.516951,1.790163,5.926134,2.014142,1.24964,2.014142,1.729342,0.90062,1.164687,2200.61157,1331370,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,110,4.185212,2.308414,7.903912,2.951965,1.417771,2.951965,1.935,0.841866,1.525563,3261.616302,3281186,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,112,3.257476,2.036553,7.197243,2.808459,1.15988,2.808459,1.443336,0.79024,1.945811,3493.200511,2735176,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_5_.nd2,114,4.239295,2.323282,8.363436,2.454722,1.726996,3.554208,1.419,0.761612,2.504727,3466.300294,3532160,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,12,3.948077,2.242063,7.495046,2.654227,1.487468,2.654227,2.075017,0.883175,1.279135,2408.074816,2285263,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,21,4.667801,2.437874,8.446314,3.353162,1.39206,3.353162,1.751652,0.822219,1.914285,2489.464349,2793179,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,23,21.604178,5.24474,21.768723,8.272932,2.611429,6.618655,5.347992,0.572904,1.237596,1904.885808,9892072,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,34,2.217413,1.680267,6.409187,2.193855,1.010738,2.23279,1.387131,0.678345,1.609647,1777.898687,947620,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,38,2.042683,1.612707,5.449227,2.10341,0.971129,2.10341,1.2255,0.864452,1.716368,1767.183299,867687,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,49,3.869032,2.219506,9.078796,3.402175,1.137223,3.411921,1.919197,0.589869,1.777785,2596.230108,2414494,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,61,5.029742,2.530626,8.291794,3.00828,1.671966,3.00828,2.193,0.919303,1.371765,3233.416873,3909201,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,62,5.054704,2.536897,8.57836,3.287501,1.537552,3.287501,2.071282,0.863171,1.587181,3441.142387,4180988,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_5_.nd2,63,6.394304,2.853328,9.824886,3.855397,1.658533,3.855397,1.98969,0.832431,1.937688,3389.749512,5210045,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_6_.nd2,1,4.060404,2.273734,7.89162,2.553278,1.590271,2.553278,2.125198,0.819307,1.201431,3184.726434,3108293,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_6_.nd2,6,2.546073,1.800489,7.402421,2.787978,0.913233,2.672467,1.728929,0.583893,1.545736,3222.95098,1972446,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_6_.nd2,8,6.685522,2.91758,13.868412,5.776926,1.15728,3.912757,2.790528,0.436809,1.402157,3116.534536,5008271,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_6_.nd2,15,4.443147,2.378485,8.100399,2.896566,1.533936,2.896566,2.130828,0.850918,1.359361,3456.383895,3691418,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_6_.nd2,22,2.704163,1.855545,6.761248,2.081454,1.29917,2.175714,1.806,0.743342,1.204714,3196.84,2077946,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_6_.nd2,35,4.226814,2.319859,8.100399,3.022812,1.398305,3.022812,1.967031,0.809488,1.536739,3679.566929,3738440,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_6_.nd2,44,2.15917,1.658053,6.811906,2.563767,0.842187,2.7235,1.168579,0.584735,2.330609,3083.797688,1600491,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_6_.nd2,53,4.222654,2.318717,9.698986,3.711891,1.137602,3.351652,2.008969,0.564083,1.668345,3294.294581,3343709,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_6_.nd2,3,3.244995,2.032648,7.712516,2.615651,1.240607,2.902216,1.935,0.685538,1.499853,2326.819231,1814919,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_6_.nd2,16,1.83467,1.52839,5.040361,2.003383,0.915786,2.003383,1.2255,0.907496,1.634747,2430.176871,1071708,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_6_.nd2,24,2.146689,1.653254,5.457918,2.066973,1.038566,2.066973,1.362092,0.905576,1.5175,3539.215116,1826235,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_6_.nd2,42,3.573655,2.133101,6.883548,2.402522,1.48746,2.402522,1.92328,0.947759,1.249179,3507.10943,3012607,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_6_.nd2,47,3.394764,2.079026,7.605054,2.370347,1.43218,2.715579,1.677832,0.73759,1.618505,2357.251225,1923517,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_6_.nd2,51,1.976119,1.586213,7.402421,3.054192,0.647018,2.336571,1.478185,0.453185,1.580702,2220.903158,1054929,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,3,2.238215,1.68813,5.443081,2.014142,1.11125,2.014142,1.569691,0.94934,1.283145,3966.8829,2134183,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,32,3.527892,2.119399,6.919368,2.432424,1.450361,2.432424,1.9995,0.92596,1.216516,3923.241745,3326909,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,34,1.65578,1.451966,5.86933,2.172517,0.762148,2.103281,1.322018,0.603998,1.590962,3554.479899,1414683,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,43,11.170271,3.771264,11.894234,4.053935,2.755415,4.053935,3.667528,0.992203,1.105359,3978.367598,10681917,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,46,12.855173,4.045703,17.346006,6.775779,1.897224,5.855755,4.214823,0.536894,1.389324,3687.237864,11393565,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,47,14.390305,4.280456,17.936521,6.87518,2.09308,6.089703,3.986784,0.562087,1.527473,3765.527609,13024960,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,57,2.471189,1.773814,6.689607,2.243137,1.101666,2.585244,1.61517,0.693928,1.600601,3294.606061,1956996,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,63,19.178753,4.941573,18.843277,6.446638,2.975001,6.439274,4.74342,0.678762,1.357517,3789.933623,17471594,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Dapi_7_.nd2,66,8.936217,3.373121,17.134682,7.351832,1.215509,7.887828,1.765804,0.382482,4.46699,3819.295158,8203846,µm,DAPI-UV
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_7_.nd2,8,5.6621,2.684997,8.604435,2.979307,1.900476,2.979307,2.631342,0.961043,1.132238,3939.761205,5362015,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_7_.nd2,11,7.808789,3.153167,9.91391,3.393435,2.301146,3.393435,2.967,0.998398,1.143726,3858.425147,7242264,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_7_.nd2,12,1.693222,1.46829,5.177498,2.014877,0.84036,2.014877,1.272069,0.79375,1.583937,3138.039312,1277182,µm,CHL
0_R1_Initial_Meso_EarlySep_10mL_1ug_0.8filter_Chl_7_.nd2,17,4.430666,2.375142,9.749644,3.666356,1.208466,3.541082,2.122669,0.585735,1.668221,3109.330516,3311437,µm,CHL
